Subject,Start Date,End Date,All day event,Description,Location
"Keiko Minami Copper-plate Prints Exhibition: Quiet Kingdom opens",5/27/2023,5/27/2023,true,"Admission Adults ¥600\, University and High School Students ¥400\, Junior High School Students and Under free. yen","1-35-7 Kakigaracho\, Nihonbashi\, Chuo-ku\, Tokyo 103-0014"
"Yusei Nagashima + Bakufu Ono 'Gaze at the Fish' opens",5/27/2023,5/27/2023,true,"Admission undefined yen","2-7-16 Showadori\, Amagasaki-shi\, Hyogo 660-0881"
"Nature in Art: Flowers of Painting\, Flowers of Gallé' opens",5/27/2023,5/27/2023,true,"Admission Adults ¥1200\, University and High School Students ¥600 [Special Exhibition] Adults ¥1400\, University and High School Students ¥700. Junior High School Students and Under\, Persons with Disability Certificates free. yen","4278 Yoshiwa\, Hatsukaichi-shi\, Hiroshima 738-0301"
"Treasure Swords of the Tokugawa and Daimyo Families opens",5/27/2023,5/27/2023,true,"Admission Adults ¥800\, High School Students ¥300\, Junior High School Students and Under free. yen","1-3-6 Sengokumachi\, Toyama-shi\, Toyama 930-0066"
"The Brilliance of Porcelain - Wucai and Iroe opens",5/23/2023,5/23/2023,true,"Admission [Permanent Exhibition] Adults ¥630\, University and High School Students ¥420\, Junior High School Students and Under free. <br /> [Special Exhibition] Adults ¥950\, University and High School Students ¥730\, Junior High School Students  and Under free. yen","1-11-16 Gakuen Minami\, Nara-shi\, Nara 631-0034"
"Material\, or  opens",7/14/2023,7/14/2023,true,"Admission Adults ¥1400; University Students ¥800; High School Students ¥500; Persons with Disability Certificates + 1 Companion\, Junior High School Students and Under free. yen","Midtown Garden\, Tokyo Midtown\, 9-7-6 Akasaka\, Minato-ku\, Tokyo 107-0052"
"Trajectory of the Museum's 44-year Collection I: Mino Momoyama Pottery opens",6/10/2023,6/10/2023,true,"Admission Adults ¥200; University Students ¥100; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","1263 Kujiri\, Izumi-cho\, Toki-shi\, Gifu 509-5142"
"Nissho Kanda Exhibition opens",6/7/2023,6/7/2023,true,"Admission Adults ¥530; High School Students ¥320; Junior High and Elementary School Students ¥210; Persons with Disability Certificates free. yen","3-2 Higashimachi\, Shikaoi-cho\, Kato-gun\, Hokkaido 081-0292"
"Thinking in Fable opens",5/27/2023,5/27/2023,true,"Admission 0 yen","3F Terrada Art Complex\, 1-33-10 Higashi-Shinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"Kazuo Kitai 'Journey into German Expressionism' opens",5/19/2023,5/19/2023,true,"Admission 0 yen","2-22-33 Naka\, Kunitachi-shi\, Tokyo 186-0004"
"MOMAT Collection opens",5/23/2023,5/23/2023,true,"Admission Adults ¥500; University Students ¥250; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","3-1 Kitanomaru Koen\, Chiyoda-ku\, Tokyo 102-8322"
"Maybe Shinsuke Yoshitake Exhibition opens",5/22/2023,5/22/2023,true,"Admission undefined yen","4-2-1 Ropponmatsu\, Chuo-ku\, Fukuoka-shi\, Fukuoka 810-0044"
"Collection Exhibition 1 Feature - Gutai and Kazuo Shiraga Amagasaki City Collection opens",5/20/2023,5/20/2023,true,"Admission Adults ¥300\, University and High School Students ¥200\, Junior High and Elementary School Students ¥100. Special Exhibition Fees may be charged separately. yen","21-1 Nishisayagatanimachi\, Tobata-ku\, Kitakyushu-shi\, Fukuoka 804-0024"
"Tea Utensils of the Hosokawa Family - Sen no Rikyu and Sansai Hosokawa opens",5/20/2023,5/20/2023,true,"Admission Adults ¥1000; Seniors 70 & Over  ¥800; University and High School Students ¥500; Persons with Disability Certificates + 1 Companion\, Junior High School Students and Under free. yen","1-1-1 Mejirodai\, Bunkyo-ku\, Tokyo 112-0015"
"Spring Summer Life - Painting and Craft opens",5/20/2023,5/20/2023,true,"Admission Adults ¥520; University Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","1-14-30 Kuzuhigashi\, Sano-shi\, Tochigi 327-0501"
"Art Lab 2023 Period 1 opens",5/13/2023,5/13/2023,true,"Admission Adults ¥700; University and Seniors 75 & Over ¥500; High School Students and Under\, Under 18s\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","1-4-4 Hakoshimizu\, Nagano-shi\, Nagano 380-0801"
"Experience the World of Picture Books at the Museum! The World of Illustrated Books opens",5/20/2023,5/20/2023,true,"Admission null yen","4-28 Nusamaicho\, Kushiro-shi\, Hokkaido 085-0836"
"Collection Exhibition 2023-1 opens",4/22/2023,4/22/2023,true,"Admission Adults ¥510\, University and High School Students ¥300\, Junior High and Elementary School Students ¥100\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","185 Chikano\, Yasuta\, Aomori-shi\, Aomori 038-0021"
"Setsuryosha Foundation 30th Anniversary Miyata opens",5/20/2023,5/20/2023,true,"Admission Adults ¥600; Junior High School Students and Under\, Persons with Disability Certificates free. yen","451 Yamada\, Nishi-ku\, Niigata-shi\, Niigata 950-1101"
"Ota Masaki Collection opens",5/23/2023,5/23/2023,true,"Admission Adults ¥300; Seniors 70 & Over\, University Students and Under free. Special Exhibition Fees may be charged separately. yen","53-2 Yada\, Shizuoka-shi\, Shizuoka 422-8002"
"First Boys' Love opens",5/20/2023,5/20/2023,true,"Admission null yen","3-13-3 Higashi Tokorozawa Wada\, Tokorozawa-shi\, Saitama 359-0023"
"Fungal Fugue opens",5/20/2023,5/20/2023,true,"Admission 0 yen","1F\, 1-13-6 Tokiwa\, Koto-ku\, Tokyo 135-0006"
"Introduction to Art Archive XXV: A Passion for Kabuki: The Tanabe Collection of the Magazine\, Yakusha opens",5/22/2023,5/22/2023,true,"Admission null yen","West Annex 2F\, 2-17-22 Mita\, Minato-ku\, Tokyo 108-0073"
"Kiyokata\, Bijinga Painter of East and Uemura Shoen of West opens",5/20/2023,5/20/2023,true,"Admission [Collection] Adults ¥200\, Junior High and Elementary School Students ¥100 [Special Exhibition] Adults ¥300\, Junior High and Elementary School Students ¥150. yen","1-5-25 Yukinoshita\, Kamakura-shi\, Kanagawa 248-0005"
"Tomoko Kawai Exhibition opens",5/20/2023,5/20/2023,true,"Admission Adults ¥110\, Junior High and Elementary School Students ¥50 yen","1902-183 Kasugamitsuka\, Ibigawa-cho\, Ibi-gun\, Gifu 503-2501"
"Tadaoto Kainosho: Crossing Boundaries in Nihonga\, Theater\, and Film opens",7/1/2023,7/1/2023,true,"Admission null yen","1-9-1 Marunouchi\, Chiyoda-ku\, Tokyo 100-0005"
"Collection Highlights opens",5/16/2023,5/16/2023,true,"Admission Adults ¥340; University Students ¥220; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-2-5 Higashi-machi\, Tajimi-shi\, Gifu 507-0801"
"Hirotake Imanishi + Daisuke Yoshio 'Cycle' opens",5/21/2023,5/21/2023,true,"Admission null yen","12F JR Tokyu Meguro Bldg.\, 3-1-1 Kamiosaki\, Shinagawa-ku\, Tokyo 141-0021"
"Nancy Seki 'Nancy in Eraser Wonderland' opens",5/20/2023,5/20/2023,true,"Admission Adults ¥800; High School Students ¥600; Junior High School Students ¥400; Elementary School Students ¥200; Infants\, Persons with Disability Certificates + 1 Companion free. yen","285 Masudashinmachi\, Masudamachi\, Yokote-shi\, Akita 019-0701"
"I Draw - Discovering Women Painters Through the Collection opens",5/15/2023,5/15/2023,true,"Admission 0 yen","1-6-1 Nishi-waseda\, Shinjuku-ku\, Tokyo 169-8050"
"I Draw Too - Shojo no Tomo Magazine  opens",5/15/2023,5/15/2023,true,"Admission 0 yen","1-6-1 Nishi-waseda\, Shinjuku-ku\, Tokyo 169-8050"
"Byoubu-e - Early Modern to Modern opens",5/15/2023,5/15/2023,true,"Admission 0 yen","1-6-1 Nishi-waseda\, Shinjuku-ku\, Tokyo 169-8050"
"MOMAS Collection opens",5/13/2023,5/13/2023,true,"Admission Adults ¥200; University and High School Students ¥100; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","9-30-1 Tokiwa\, Urawa-ku\, Saitama-shi\, Saitama 330-0061"
"Trademarks - Local and Exotic Landscapes opens",5/20/2023,5/20/2023,true,"Admission Adults ¥210; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. On the 3rd Sunday of each month families with children free. Special Exhibition Fees may be charged separately. yen","3F Alterio\, 372 Hei\, Chikusei-shi\, Ibaraki 308-0031"
"Echigo-Tsumari Art Field 2023 opens",4/29/2023,4/29/2023,true,"Admission [Permanent Exhibition]Adults ¥800\, Junior High and Elementary School Students ¥400 [Special Exhibition]Adults ¥1000\, Junior High and Elementary School Students ¥500 yen","6-1-71-2 Honcho\, Tokamachi-shi\, Niigata 948-0003"
"Poet of Ceramics opens",3/25/2023,3/25/2023,true,"Admission Adults ¥210; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. On the 3rd Sunday of each month families with children free. Special Exhibition Fees may be charged separately. yen","3F Alterio\, 372 Hei\, Chikusei-shi\, Ibaraki 308-0031"
"Seiya Toyoba 'Enjoying Vessels' opens",5/16/2023,5/16/2023,true,"Admission Adults ¥340; University Students ¥220; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-2-5 Higashi-machi\, Tajimi-shi\, Gifu 507-0801"
"Borrowed Landscapes opens",5/13/2023,5/13/2023,true,"Admission 0 yen","5F Harajuku Jingu-no-mori\, 1-14-34 Jingumae\, Shibuya-ku \, Tokyo 150-0001"
"Asia: Replenished and Enriched Art of Modern Asia\, and its Diversity opens",5/12/2023,5/12/2023,true,"Admission undefined yen","1-11-1 Shimohera\, Hatsukaichi-shi\, Hiroshima 738-0023"
"Saul Leiter Origins in Color opens",7/8/2023,7/8/2023,true,"Admission null yen","9F Shibuya Hikarie\, 2-21-1 Shibuya\, Shibuya-ku\, Tokyo 150-0002"
"Hiroshi Mori 'Still Life with Superstar\, Super Mushroom and Fire Flower' opens",5/26/2023,5/26/2023,true,"Admission 0 yen","87 Nakajima-cho\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-8031"
"Chie Koda Exhibition opens",5/10/2023,5/10/2023,true,"Admission 0 yen","12-6 Uguisudani-cho\, Shibuya-ku\, Tokyo 150-0032"
"Group Show: Glen Baldridge\, Holly Coulis\, Alex Dodge\, Keisuke Shirota opens",5/13/2023,5/13/2023,true,"Admission 0 yen","1F\, 5-1 Nishi Goken-cho\, Shinjuku-ku\, Tokyo 162-0812"
"Tetsuro Yamasaki 'Overlap' opens",5/12/2023,5/12/2023,true,"Admission null yen","1-3 Kioi-cho\, Chiyoda-ku\, Tokyo 102-0094"
"Tomitaro Makino Exhibition opens",4/22/2023,4/22/2023,true,"Admission 0 yen","6-34-4 Higashioizumi\, Nerima-ku\, Tokyo 178-0063"
"The Sodeisha Group: An Era Born Out of Avant-garde Ceramics opens",7/19/2023,7/19/2023,true,"Admission Adults ¥430\, University Students ¥130\, High School Students\, Under 18s and Seniors 65 & Over free. Special Exhibition Fees may be charged separately. yen","26-1 Okazaki Enshoji-cho\, Sakyo-ku\, Kyoto-shi\, Kyoto 606-8344"
"Nakagawa Mamoru: Design and the Lustrous Beauty of Metal opens",7/15/2023,7/15/2023,true,"Admission null yen","4F Panasonic Tokyo Shiodome Bldg.\, 1-5-1 Higashi-Shimbashi\, Minato-ku\, Tokyo 105-8301"
"Water in Crafts and Design: Color\, Form\, and Texture opens",7/7/2023,7/7/2023,true,"Admission null yen","3-2 Dewamachi\, Kanazawa-shi\, Ishikawa 920-0963"
"Imaged and Imagined: Spain Seen through Prints from Japanese Collections opens",7/4/2023,7/4/2023,true,"Admission Adults ¥500; University Students ¥250; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees are charged separately. yen","7-7 Ueno-Koen\, Taito-ku\, Tokyo 110-0007"
"Tomohiro Okazaki 'Study' opens",6/6/2023,6/6/2023,true,"Admission 0 yen","1F Recruit Ginza 8 Bldg.\, 8-4-17 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Isao Makino Exhibitionー Salt and Cedar opens",5/16/2023,5/16/2023,true,"Admission null yen","Carrot Tower\, 4-1-1 Taishido\, Setagaya-ku\, Tokyo 154-0004"
"Ceremony opens",5/6/2023,5/6/2023,true,"Admission 0 yen","1F Maebashi Galleria\, 5-9-1 Chiyoda-machi\, Maebashi-shi\, Gunma 371-0022"
"Seasonal Exhibition of Tsurugaoka Hachimangu Shrine: Spring opens",4/22/2023,4/22/2023,true,"Admission undefined yen","2-1-53 Yukinoshita\, Kamakura-shi\, Kanagawa 248-0005"
"Hideaki Anno Exhibition opens",4/22/2023,4/22/2023,true,"Admission Adults ¥510\, University and High School Students ¥300\, Junior High and Elementary School Students ¥100\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","185 Chikano\, Yasuta\, Aomori-shi\, Aomori 038-0021"
"Monologues Booth at Gasbon #3 opens",5/12/2023,5/12/2023,true,"Admission undefined yen","12 Asaoshinden\, Akeno-cho\, Hokuto-shi\, Yamanashi 408-0205"
"Artist no Kosodate? opens",5/14/2023,5/14/2023,true,"Admission null yen","6F Cocco Terrace Shonan\, 2-2-2 Tsujido Kandai\, Fujisawa-shi\, Kanagawa 251-0041"
"Kirie - The Seven Muses Of Japanese Paper-cutting Art opens",5/20/2023,5/20/2023,true,"Admission null yen","3-210 Funatsuka\, Miyazaki-shi\, Miyazaki 880-0031"
"Yukimasa Ida 'Panta Rhei - For as Long as the World Turns' opens",7/22/2023,7/22/2023,true,"Admission Adults ¥330; University Students and Under\, Seniors 70 & Over\, Persons with Disability Certificates + 1 Companion free.  Special Exhibition Fees may be charged separately. yen","12 Nakamachi\, Yonago-shi\, Tottori 683-0822"
"Collection Exhibition 2003 - Spring/Summer Feature: Art and Music Meet opens",5/20/2023,5/20/2023,true,"Admission Adults ¥350; University Students ¥240; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","1-4-14 Fukiage Wakayama-shi\, Wakayama 640-8137"
"Okayama Prefectural Museum of Art 35th Anniversary Collection Feature Correlation opens",5/19/2023,5/19/2023,true,"Admission Adults ¥350; University Students ¥250; High School\, Junior High and Elementary School Students free; Seniors 65 & Over ¥170. Special Exhibition Fees may be charged separately.  yen","8-48 Tenjin-cho\, Kita-ku\, Okayama-shi\, Okayama 700-0814"
"Dot Architects: Politics of Living opens",5/18/2023,5/18/2023,true,"Admission 0 yen","3F Toto Nogizaka bldg.\, 1-24-3 Minami-aoyama\, Minato-ku\, Tokyo 107-0062"
"Hokusai's Thirty-six Views of Mount Fuji - Red and Blue opens",5/17/2023,5/17/2023,true,"Admission Adults 700¥; Junior High School Students and Under free. yen","242 Noda\, Noda-shi\, Chiba 278-0037"
"Hiroshi Osaka 'Feminine Beauty' opens",5/22/2023,5/22/2023,true,"Admission null yen","5F Wind Ginza Bldg.\, 4-11-3 Ginza\, Chuo-ku\, Tokyo 104-8001"
"G3-Vol. 150 Kenji Nakamura  Awe-inspiring and Tranquil opens",5/17/2023,5/17/2023,true,"Admission null yen","3F\, 2-3 Kamitori-cho\, Chuou-ku\, Kumamoto-shi\, Kumamoto 860-0845"
"Collection Exhibition I - Introducing the New Collection opens",5/10/2023,5/10/2023,true,"Admission Adults ¥320; University and High School Students ¥260; Junior High and Elementary School Students\, Seniors 70 & Over ¥160. Special Exhibition Fees may be charged separately. yen","2345 Kasama\, Kasama-shi\, Ibaraki 309-1611"
"O Jun Exhibition opens",5/13/2023,5/13/2023,true,"Admission 0 yen","2F 1-2-7 Chuo\, Ishinomaki-shi\, Miyagi 986-0822"
"Cecilie Manz 'Transpose: Turning Ideas Around' opens",5/20/2023,5/20/2023,true,"Admission 0 yen","1F\, 2-5-15 Shimoochiai\, Shinjuku-ku\, Tokyo 161-0033"
"Reia Sakuma 'Illustrated Diary' opens",6/30/2023,6/30/2023,true,"Admission 0 yen","1F Shiraishi Bldg.\, 1-22-29 Sendagi\, Bunkyo-ku\, Tokyo 113-0022"
"Weird Creatures 14 opens",6/16/2023,6/16/2023,true,"Admission 0 yen","1F Shiraishi Bldg.\, 1-22-29 Sendagi\, Bunkyo-ku\, Tokyo 113-0022"
"Stephanie Quayle 'Animal Instinct' opens",5/11/2023,5/11/2023,true,"Admission 0 yen","101 Harajuku Homes\, 2-30-28 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Sounds of Norio Imai opens",5/13/2023,5/13/2023,true,"Admission 0 yen","1F OAP Art Court\, 1-8-5 Tenmabashi\, Kita-ku\, Osaka-shi\, Osaka 530-0042"
"Nobuhiro Yamaguchi Exhibition opens",5/13/2023,5/13/2023,true,"Admission 0 yen","B1F 2-7-12 Ikejiri\, Setagaya-ku\, Tokyo 154-0001"
"Cityscapes in Anime Background Art opens",6/17/2023,6/17/2023,true,"Admission Adults ¥310; Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion ¥210  <br />[Collection + Special Exhibition] Adults ¥800; Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion ¥600; High School Students and Under free. yen","5-1-18 Teramachi\, Kanazawa-shi\, Ishikawa 921-8033"
"Redevelopment of Development vol. 1 Hirayama Masanao: Nice opens",5/20/2023,5/20/2023,true,"Admission 0 yen","2F Musashino Art University Ichigaya Campus\, 1-4 Ichigaya Tamachi\, Shinjuku-ku\, Tokyo 162-0843"
"Tadanori Yokoo 'My Black Holes' opens",5/15/2023,5/15/2023,true,"Admission 0 yen","1F/B1 DNP Ginza Bldg.\, 7-7-2 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Gabriel Rico 'The Propogation of Teurári' opens",5/12/2023,5/12/2023,true,"Admission 0 yen","1F Piramide Bldg.\, 6-6-9 Roppongi\, Minato-ku\, Tokyo 106-0032"
"Conviction in Theatre: Makoto Sato opens",5/6/2023,5/6/2023,true,"Admission 0 yen","1-6-1 Nishi-waseda\, Shinjuku-ku\, Tokyo 169-8050"
"Shozo Michikawa 'Tazutazushi: Peering Beyond the Tradition' opens",5/13/2023,5/13/2023,true,"Admission 0 yen","304 Terrada Art Complex Ⅱ\, 1-32-8 Higashi-Shinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"Jennifer Lee 'Ceramics & Drawing' opens",5/11/2023,5/11/2023,true,"Admission 0 yen","381-2 Motomachi\, Higashiyama-ku\, Kyoto-shi\, Kyoto 605-0089"
"Shinichiro Koromo Exhibition opens",5/13/2023,5/13/2023,true,"Admission 0 yen","2-29 Mikanyama-cho\, Mizuho-ku\, Nagoya-shi\, Aichi 467-0041"
"The Prosperity and Chaos of Modern London opens",5/13/2023,5/13/2023,true,"Admission 0 yen","3-8-1 Komaba\, Meguro-ku\, Tokyo 153-8902"
"Seizo Tashima Exhibition opens",4/29/2023,4/29/2023,true,"Admission Adults\, University and High School Students ¥800; Elementary School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","2310-1 Sanada-Kou\, Tokamachi-shi\, Niigata 948-0111"
"Tabi opens",5/1/2023,5/1/2023,true,"Admission Adults ¥1000\, Under Age 20 free. yen","10-32 Amijima-cho\, Miyakojima-ku\, Osaka-shi\, Osaka 534-0026"
"Collection Exhibition First Period - Feature: Introducing the New Collection opens",4/28/2023,4/28/2023,true,"Admission Adults ¥410; University Students ¥310; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","12-3 Matsuhaba\, Motomiya\, Morioka-shi\, Iwate 020-0866"
"Minoru Nomata 'Continuum' opens",7/6/2023,7/6/2023,true,"Admission null yen","3-20-2 Nishi-Shinjuku\, Shinjuku-ku\, Tokyo 163-1403"
